1.4239 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.3227 	EXP 	mask_image: autoDraw = True
9.3786 	EXP 	New trial (rep=0, index=2): {'mask_name': 'masks/mask_005.jpg'}
9.3852 	EXP 	mask_image: autoDraw = False
9.3852 	EXP 	mask_image: image = 'masks/mask_005.jpg'
9.3852 	EXP 	mask_image: autoDraw = True
9.4341 	EXP 	New trial (rep=0, index=3): {'mask_name': 'masks/mask_004.jpg'}
9.4410 	EXP 	mask_image: autoDraw = False
9.4410 	EXP 	mask_image: image = 'masks/mask_004.jpg'
9.4410 	EXP 	mask_image: autoDraw = True
9.4966 	EXP 	New trial (rep=0, index=4): {'mask_name': 'masks/mask_003.jpg'}
9.5034 	EXP 	mask_image: autoDraw = False
9.5034 	EXP 	mask_image: image = 'masks/mask_003.jpg'
9.5034 	EXP 	mask_image: autoDraw = True
9.5592 	EXP 	window1: mouseVisible = True
9.5657 	EXP 	mask_image: autoDraw = False
9.5657 	EXP 	response1disk: autoDraw = True
9.5657 	EXP 	response3disk: autoDraw = True
9.5657 	EXP 	response5disk: autoDraw = True
9.5657 	EXP 	response7disk: autoDraw = True
9.5657 	EXP 	text_23: autoDraw = True
11.5523 	DATA 	Mouse: Left button down, pos=(1092,594)
11.5662 	EXP 	response1disk: autoDraw = False
11.5662 	EXP 	response3disk: autoDraw = False
11.5662 	EXP 	response5disk: autoDraw = False
11.5662 	EXP 	response7disk: autoDraw = False
11.5662 	EXP 	text_23: autoDraw = False
11.5662 	EXP 	response1disk_2: autoDraw = True
11.5662 	EXP 	response3disk_2: autoDraw = True
11.5662 	EXP 	response5disk_2: autoDraw = True
11.5662 	EXP 	response7disk_2: autoDraw = True
11.5662 	EXP 	text_51: autoDraw = True
11.5662 	EXP 	center_square_2: autoDraw = True
11.6841 	DATA 	Mouse:  Left button up, pos=(1092,594)
12.5176 	DATA 	Mouse: Left button down, pos=(964,551)
12.5202 	EXP 	New trial (rep=0, index=1): {'Trial_number': 15, 'Pair_type': 0, 'Image_num': 131, 'Patch_1_loc': 5, 'Patch_2_loc': 5, 'Patch_1_info': 1950, 'Patch_2_info': 2166, 'Patch_1_name': 'absent_patch/patch0001950.jpg', 'Patch_2_name': 'absent_patch/patch0002166.jpg'}
12.5212 	EXP 	window1: mouseVisible = False
12.5243 	EXP 	response1disk_2: autoDraw = False
12.5243 	EXP 	response3disk_2: autoDraw = False
12.5243 	EXP 	response5disk_2: autoDraw = False
12.5243 	EXP 	response7disk_2: autoDraw = False
12.5243 	EXP 	text_51: autoDraw = False
12.5243 	EXP 	center_square_2: autoDraw = False
12.5243 	EXP 	first_patch: image = 'absent_patch/patch0001950.jpg'
12.5243 	EXP 	fixation_cross_1: autoDraw = True
12.6224 	DATA 	Mouse:  Left button up, pos=(964,551)
13.0242 	EXP 	fixation_cross_1: autoDraw = False
13.0242 	EXP 	first_patch: autoDraw = True
13.2222 	EXP 	Imported masks_cond.xlsx as conditions, 5 conditions, 1 params
13.2225 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
13.2227 	EXP 	New trial (rep=0, index=0): {'mask_name': 'masks/mask_005.jpg'}
13.2328 	EXP 	first_patch: autoDraw = False
13.2328 	EXP 	fixation_cross_1: autoDraw = False
